epoch,grad_global_norm,probe_loss
1,2.8992040157318115,1.8916025161743164
2,2.671226739883423,1.8102538585662842
3,3.56406831741333,1.7947179079055786
4,0.8151499629020691,1.622822880744934
5,2.351196527481079,1.612549901008606
6,1.3376104831695557,1.5211942195892334
7,1.1941871643066406,1.4663093090057373
8,1.3392287492752075,1.4188858270645142
9,0.5452879071235657,1.3546240329742432
10,1.0112109184265137,1.3157540559768677
11,0.39023712277412415,1.2605438232421875
12,0.7554692029953003,1.2211498022079468
13,0.2921719551086426,1.1726974248886108
14,0.4784015417098999,1.1331560611724854
15,0.39390113949775696,1.0917762517929077
16,0.17492307722568512,1.0518971681594849
17,0.29880520701408386,1.0151581764221191
18,0.28939950466156006,0.9783284068107605
19,0.18658296763896942,0.9429433941841125
20,0.17764876782894135,0.9102353453636169
21,0.3098297715187073,0.8786235451698303
22,0.16674189269542694,0.8461599349975586
23,0.15209828317165375,0.8163955807685852
24,0.2524449825286865,0.7878258228302002
25,0.15354782342910767,0.7595490217208862
26,0.12557287514209747,0.7327548265457153
27,0.19568492472171783,0.7072039246559143
28,0.11264938116073608,0.681427001953125
29,0.1784137487411499,0.6577673554420471
30,0.15272243320941925,0.6345398426055908
31,0.09260383993387222,0.6120686531066895
32,0.1876446157693863,0.591937243938446
33,0.14511047303676605,0.5706133842468262
34,0.10404283553361893,0.5503526926040649
35,0.13828040659427643,0.5322362780570984
36,0.13289296627044678,0.5137468576431274
37,0.11582522839307785,0.49528270959854126
38,0.14757728576660156,0.4789743721485138
39,0.12501730024814606,0.46208426356315613
40,0.12241554260253906,0.4475492537021637
41,0.13945402204990387,0.432001531124115
42,0.1208152323961258,0.41761696338653564
43,0.11887715756893158,0.4036065340042114
44,0.11309712380170822,0.39095431566238403
45,0.12405213713645935,0.37812477350234985
46,0.12153884768486023,0.3659890294075012
47,0.12023741006851196,0.3535774350166321
48,0.11945586651563644,0.3429059386253357
49,0.11830030381679535,0.33208775520324707
50,0.09112676978111267,0.3211694359779358
51,0.12905795872211456,0.3117326498031616
52,0.09034489840269089,0.3013714551925659
53,0.11518286168575287,0.2932306230068207
54,0.1269763708114624,0.28446292877197266
55,0.09826839715242386,0.27562177181243896
56,0.1278516799211502,0.26763543486595154
57,0.10178070515394211,0.2600233554840088
58,0.10854897648096085,0.252414345741272
59,0.10877036303281784,0.24587391316890717
60,0.0948648452758789,0.23869016766548157
61,0.10339021682739258,0.23224210739135742
62,0.09572110325098038,0.22560155391693115
63,0.10094085335731506,0.21944278478622437
64,0.10665435343980789,0.21376335620880127
65,0.0991533026099205,0.20803430676460266
66,0.11021138727664948,0.20313984155654907
67,0.09910885244607925,0.197923481464386
68,0.10517184436321259,0.1931091547012329
69,0.11252905428409576,0.18852508068084717
70,0.09000739455223083,0.1837824583053589
71,0.10756884515285492,0.1797402799129486
72,0.099452905356884,0.17561431229114532
73,0.1011531874537468,0.17161333560943604
74,0.09801943600177765,0.1680344194173813
75,0.0955263152718544,0.16434410214424133
76,0.10860323905944824,0.1609273999929428
77,0.09613682329654694,0.15755222737789154
78,0.10370432585477829,0.15386556088924408
79,0.09386041760444641,0.15105457603931427
80,0.10264704376459122,0.14813539385795593
81,0.10025740414857864,0.14513762295246124
82,0.09900867938995361,0.14272627234458923
83,0.10503407567739487,0.13992004096508026
84,0.09574149549007416,0.13710466027259827
85,0.10110986977815628,0.13464823365211487
86,0.09365931153297424,0.13242708146572113
87,0.09531371295452118,0.13015252351760864
88,0.10231227427721024,0.12828266620635986
89,0.10486285388469696,0.12590445578098297
90,0.09684645384550095,0.12397551536560059
91,0.10823289304971695,0.12268470972776413
92,0.09027136117219925,0.12063942849636078
93,0.09667240083217621,0.11870460212230682
94,0.1001453623175621,0.11710424721240997
95,0.08938893675804138,0.11571013927459717
96,0.09661665558815002,0.11393462121486664
97,0.09009960293769836,0.11262762546539307
98,0.09257879108190536,0.11084738373756409
99,0.08935481309890747,0.10969734191894531
100,0.09521235525608063,0.10830280184745789
101,0.08813709765672684,0.10708621144294739
102,0.09885329753160477,0.10589414834976196
103,0.09007525444030762,0.10427913069725037
104,0.10216675698757172,0.10348036140203476
105,0.0826762318611145,0.10244211554527283
106,0.10681401938199997,0.10169597715139389
107,0.09078118205070496,0.10049892216920853
108,0.10279775410890579,0.09917928278446198
109,0.09172829985618591,0.09891395270824432
110,0.10371576994657516,0.09775285422801971
111,0.09359979629516602,0.09649823606014252
112,0.0983782708644867,0.0958777442574501
113,0.09079243987798691,0.09458975493907928
114,0.10623008012771606,0.09464619308710098
115,0.0886620432138443,0.09358343482017517
116,0.10965855419635773,0.09297196567058563
117,0.08633876591920853,0.09227802604436874
118,0.1090160459280014,0.09195496141910553
119,0.0914120078086853,0.09085649996995926
120,0.1054764986038208,0.0903358981013298
121,0.08846662938594818,0.08920533955097198
122,0.10640198737382889,0.08884827792644501
123,0.09040744602680206,0.08860480040311813
124,0.10627209395170212,0.08826354891061783
125,0.10022833943367004,0.08754303306341171
126,0.09864631295204163,0.08694501221179962
127,0.1006489247083664,0.08655133843421936
128,0.0970708578824997,0.08597759157419205
129,0.10386182367801666,0.0852699875831604
130,0.09941214323043823,0.08505719900131226
131,0.11456348747015,0.08490986377000809
132,0.09260854125022888,0.08456061035394669
133,0.10825730115175247,0.08364880830049515
134,0.09821125864982605,0.08367691189050674
135,0.12066727131605148,0.0835561603307724
136,0.08603248745203018,0.0827166885137558
137,0.11746200174093246,0.08298563957214355
138,0.08827777951955795,0.08171318471431732
139,0.11266327649354935,0.08182240277528763
140,0.10143013298511505,0.08166227489709854
141,0.1124064028263092,0.0814065933227539
142,0.09022928029298782,0.08058992028236389
143,0.12010250985622406,0.08114923536777496
144,0.09636489301919937,0.08044683188199997
145,0.11525391787290573,0.08002559840679169
146,0.10395518690347672,0.08007092773914337
147,0.10941053181886673,0.0798419862985611
148,0.10306844860315323,0.07925073802471161
149,0.1256243735551834,0.07957883924245834
150,0.11110163480043411,0.07884662598371506
151,0.11203091591596603,0.07912308722734451
152,0.10406336933374405,0.07849080860614777
153,0.10674647986888885,0.07836436480283737
154,0.12989367544651031,0.07851427048444748
155,0.11850444227457047,0.07796835154294968
156,0.11919943243265152,0.07813214510679245
157,0.11094897985458374,0.07768002897500992
158,0.11347829550504684,0.07763618230819702
159,0.10112336277961731,0.07737226784229279
160,0.11878793686628342,0.0773216038942337
161,0.11581751704216003,0.07729552686214447
162,0.12014646828174591,0.07674697786569595
163,0.10459642112255096,0.07656413316726685
164,0.11844247579574585,0.07698102295398712
165,0.11500692367553711,0.07668702304363251
166,0.11650081723928452,0.07630789279937744
167,0.12169338017702103,0.07590911537408829
168,0.1130022406578064,0.076140858232975
169,0.11263849586248398,0.07595743238925934
170,0.11488213390111923,0.07588899880647659
171,0.11255314946174622,0.07562101632356644
172,0.12102925777435303,0.07566890120506287
173,0.10766883939504623,0.07554847747087479
174,0.12948428094387054,0.07531721889972687
175,0.11155204474925995,0.0754106342792511
176,0.11720634996891022,0.07524444907903671
177,0.1280098408460617,0.0752418115735054
178,0.12261126190423965,0.07501470297574997
179,0.11684679985046387,0.07499395310878754
180,0.12443773448467255,0.07462871074676514
181,0.13002575933933258,0.07489960640668869
182,0.12742207944393158,0.0746910497546196
183,0.13160626590251923,0.07468613237142563
184,0.13427495956420898,0.07462857663631439
185,0.13078762590885162,0.07456909120082855
186,0.1154484823346138,0.07433031499385834
187,0.13454456627368927,0.0746057853102684
188,0.1216166540980339,0.0740828588604927
189,0.1507921665906906,0.07432740181684494
190,0.10535138100385666,0.073890820145607
191,0.13724085688591003,0.0741877481341362
192,0.11283622682094574,0.07353060692548752
193,0.13045598566532135,0.07369167357683182
194,0.11229253560304642,0.07314366847276688
195,0.1262432038784027,0.07358894497156143
196,0.12321418523788452,0.0734301507472992
197,0.13033609092235565,0.07333187758922577
198,0.11582760512828827,0.0735030248761177
199,0.13075347244739532,0.07393567264080048
200,0.10919766873121262,0.07298433780670166
201,0.14176833629608154,0.07375679910182953
202,0.11963143199682236,0.0727335512638092
203,0.1353074610233307,0.07329517602920532
204,0.11410389840602875,0.07305772602558136
205,0.1353388875722885,0.0732765644788742
206,0.1128661185503006,0.07302665710449219
207,0.13904784619808197,0.07293199002742767
208,0.11018481850624084,0.07286273688077927
209,0.12732839584350586,0.07251659035682678
210,0.1268872171640396,0.07281897962093353
211,0.12367457151412964,0.0727282166481018
212,0.12321452796459198,0.07245954126119614
213,0.11873064190149307,0.07228462398052216
214,0.12523780763149261,0.07250809669494629
215,0.13949473202228546,0.07266102731227875
216,0.11905470490455627,0.07241960614919662
217,0.14971953630447388,0.07294582575559616
218,0.1124991774559021,0.07250331342220306
219,0.14576727151870728,0.07268936187028885
220,0.12570415437221527,0.07191152125597
221,0.1366278976202011,0.0722023993730545
222,0.13008803129196167,0.07235594838857651
223,0.13598410785198212,0.0724567174911499
224,0.13234955072402954,0.07219720631837845
225,0.14224661886692047,0.07237821817398071
226,0.14319565892219543,0.072687529027462
227,0.11328530311584473,0.07212385535240173
228,0.16500189900398254,0.07283222675323486
229,0.11504947394132614,0.0717511996626854
230,0.16025570034980774,0.0724339559674263
231,0.13152673840522766,0.07201455533504486
232,0.13617666065692902,0.07181801646947861
233,0.11852521449327469,0.07164805382490158
234,0.15466398000717163,0.07215877622365952
235,0.14894823729991913,0.07206830382347107
236,0.14962835609912872,0.07203774154186249
237,0.13434337079524994,0.07181118428707123
238,0.13764688372612,0.07152070105075836
239,0.16181477904319763,0.07238541543483734
240,0.11268602311611176,0.07200103998184204
241,0.16347338259220123,0.07193640619516373
242,0.12072175741195679,0.07149460911750793
243,0.1600385159254074,0.07210735231637955
244,0.11601725965738297,0.07120795547962189
245,0.13188014924526215,0.0714465007185936
246,0.14510616660118103,0.07150015980005264
247,0.12910142540931702,0.07114512473344803
248,0.14823269844055176,0.07150164246559143
249,0.11299731582403183,0.07133202254772186
250,0.16246649622917175,0.07160375267267227
251,0.10609298199415207,0.07116330415010452
252,0.17914408445358276,0.07158863544464111
253,0.11267682164907455,0.07097558677196503
254,0.15511959791183472,0.0716075450181961
255,0.13646182417869568,0.07154445350170135
256,0.16613991558551788,0.07174614071846008
257,0.11967922002077103,0.07093009352684021
258,0.16440917551517487,0.07161524146795273
259,0.12921687960624695,0.07128269225358963
260,0.14020706713199615,0.07073556631803513
261,0.14621904492378235,0.07134462147951126
262,0.12752887606620789,0.0714244395494461
263,0.15682315826416016,0.07164943963289261
264,0.14079543948173523,0.0714474469423294
265,0.1439390927553177,0.07120746374130249
266,0.11630230396986008,0.07072286307811737
267,0.16640405356884003,0.07160165160894394
268,0.13350214064121246,0.0710209310054779
269,0.15140806138515472,0.07121039927005768
270,0.1339706927537918,0.07101535052061081
271,0.16470551490783691,0.07085763663053513
272,0.15637725591659546,0.07109138369560242
273,0.11684345453977585,0.07082322984933853
274,0.17192739248275757,0.07138685137033463
275,0.1139674037694931,0.07050269097089767
276,0.15584029257297516,0.07123386114835739
277,0.12541167438030243,0.07078231126070023
278,0.14379702508449554,0.07074657827615738
279,0.14711345732212067,0.07093065977096558
280,0.1507127434015274,0.07097417861223221
281,0.11554484069347382,0.07032140344381332
282,0.18214549124240875,0.07149108499288559
283,0.1094050481915474,0.07021117955446243
284,0.1906849443912506,0.0709206759929657
285,0.11577922105789185,0.07050710916519165
286,0.18599233031272888,0.07160937786102295
287,0.11644909530878067,0.07068691402673721
288,0.17018088698387146,0.07084193825721741
289,0.160439595580101,0.07075291872024536
290,0.15306581556797028,0.07055682688951492
291,0.14223676919937134,0.07025766372680664
292,0.18076176941394806,0.07118704169988632
293,0.11976996064186096,0.07019227743148804
294,0.17911426723003387,0.07067622989416122
295,0.15097978711128235,0.07068643718957901
296,0.15359747409820557,0.07047636061906815
297,0.15744377672672272,0.07073679566383362
298,0.14669156074523926,0.07009203732013702
299,0.16063463687896729,0.07076434791088104
300,0.17463628947734833,0.07046695798635483
301,0.13911961019039154,0.0701422318816185
302,0.1630774289369583,0.07037077099084854
303,0.14568108320236206,0.07009436935186386
304,0.16441042721271515,0.07076694071292877
305,0.12709693610668182,0.06977971643209457
306,0.19203220307826996,0.07068000733852386
307,0.12895293533802032,0.06990109384059906
308,0.19715651869773865,0.07102556526660919
309,0.12468589842319489,0.07014456391334534
310,0.15859736502170563,0.07027801871299744
311,0.14814621210098267,0.07018627226352692
312,0.1351928412914276,0.07020619511604309
313,0.18912163376808167,0.07015145570039749
314,0.1294267475605011,0.070526622235775
315,0.18323731422424316,0.0704541876912117
316,0.12274690717458725,0.06974630802869797
317,0.20063164830207825,0.0705103725194931
318,0.11790574342012405,0.06984226405620575
319,0.17474065721035004,0.07066327333450317
320,0.1432793140411377,0.06959273666143417
321,0.1979490965604782,0.07014761120080948
322,0.14014512300491333,0.06972755491733551
323,0.17003493010997772,0.07012365758419037
324,0.14968715608119965,0.06986499577760696
325,0.17956358194351196,0.07007517665624619
326,0.1557619869709015,0.06983820348978043
327,0.16651654243469238,0.06979218125343323
328,0.15810638666152954,0.06999314576387405
329,0.15425875782966614,0.07010602951049805
330,0.12566998600959778,0.06964781880378723
331,0.1964174211025238,0.07048299908638
332,0.1220242828130722,0.06992767751216888
333,0.1866762787103653,0.07030622661113739
334,0.11342184990644455,0.06917746365070343
335,0.20370979607105255,0.0706416517496109
336,0.1365293264389038,0.06985436379909515
337,0.2037750631570816,0.07018429040908813
338,0.13586671650409698,0.06957695633172989
339,0.17949607968330383,0.06980220973491669
340,0.1378760188817978,0.06983856111764908
341,0.1468167006969452,0.06938499957323074
342,0.17772983014583588,0.0700576975941658
343,0.1279381811618805,0.06932245939970016
344,0.20518097281455994,0.06988587230443954
345,0.12973931431770325,0.06971768289804459
346,0.19088250398635864,0.06986209005117416
347,0.16427667438983917,0.06935599446296692
348,0.1881161481142044,0.06976065039634705
349,0.15858885645866394,0.06983146071434021
350,0.20421956479549408,0.07015664130449295
351,0.14308300614356995,0.06964880228042603
352,0.17417779564857483,0.06968934834003448
353,0.1321166306734085,0.0692611038684845
354,0.1874093860387802,0.06949330121278763
355,0.1458587646484375,0.0694284439086914
356,0.18063779175281525,0.06955394893884659
357,0.15733425319194794,0.06962531805038452
358,0.1750856637954712,0.0698968693614006
359,0.15070214867591858,0.06968232989311218
360,0.18007346987724304,0.06949661672115326
361,0.12495408207178116,0.06956794857978821
362,0.1835993081331253,0.06990377604961395
363,0.15654505789279938,0.06973929703235626
364,0.20229178667068481,0.06971529126167297
365,0.14820879697799683,0.06939006596803665
366,0.17141231894493103,0.06928000599145889
367,0.15860505402088165,0.06917789578437805
368,0.1498793363571167,0.0690002366900444
369,0.18461495637893677,0.07003408670425415
370,0.16364076733589172,0.06929466873407364
371,0.1701810359954834,0.06948431581258774
372,0.1556590050458908,0.06943189352750778
373,0.19096583127975464,0.06966867297887802
374,0.14978983998298645,0.06926841288805008
375,0.18385173380374908,0.06959531456232071
376,0.15299952030181885,0.06931491196155548
377,0.17706617712974548,0.06944944709539413
378,0.1624581217765808,0.06930024176836014
379,0.1753586083650589,0.06964089721441269
380,0.17051562666893005,0.06948553025722504
381,0.20321348309516907,0.06986195594072342
382,0.13589249551296234,0.06935872882604599
383,0.20365439355373383,0.06978199630975723
384,0.14674599468708038,0.06949479132890701
385,0.18707828223705292,0.06914729624986649
386,0.14579792320728302,0.06910780072212219
387,0.18074537813663483,0.06898345798254013
388,0.17562668025493622,0.06900303065776825
389,0.16328637301921844,0.06892380863428116
390,0.15443302690982819,0.06897817552089691
391,0.16998547315597534,0.069889135658741
392,0.17257675528526306,0.06916338205337524
393,0.1502671241760254,0.06929787248373032
394,0.19944746792316437,0.06940093636512756
395,0.1687910258769989,0.06886729598045349
396,0.16952836513519287,0.06887258589267731
397,0.14909037947654724,0.06914155185222626
398,0.19687074422836304,0.06980335712432861
399,0.1437350958585739,0.06870969384908676
400,0.1772569864988327,0.0688261091709137
